Epoch,Accuracy
1,0.5690696737817157
2,0.6153846153846154
3,0.6057188884414015
4,0.6250503423278292
5,0.6310914216673379
6,0.6347160692710431
7,0.6435763189689891
8,0.643979057591623
9,0.6435763189689891
10,0.6520338300443013
11,0.6391461941200162
12,0.6407571486105518
13,0.6407571486105518
14,0.6447845348368909
15,0.6459927507047926
16,0.6467982279500604
17,0.6455900120821587
18,0.6467982279500604
19,0.639951671365284
20,0.6508256141763995
21,0.6500201369311317
22,0.5312122432541281
23,0.6367297623842126
24,0.6403544099879178
25,0.6500201369311317
26,0.6423681031010874
27,0.6435763189689891
28,0.63954893274265
29,0.6472009665726943
30,0.6431735803463552
